거래금액,거래유형,건축년도,년,도로명,도로명건물본번호코드,도로명건물부번호코드,도로명시군구코드,도로명일련번호코드,도로명코드,법정동,법정동본번코드,법정동부번코드,법정동시군구코드,법정동읍면동코드,법정동지번코드,아파트,월,일,일련번호,전용면적,중개사소재지,지번,지역코드,층,해제사유발생일,해제여부
"    69,000",중개거래,1998,2023,안양판교로,00042,00000,41173,01,3012010, 관양동,1510,0001,41173,10200,1,인덕원마을(삼성),4,22,41173-61,59.8,경기 안양동안구,1510-1,41173,10, , 
"    79,500",중개거래,1985,2023,관평로,00333,00000,41173,01,3183003, 관양동,1396,0000,41173,10200,1,현대,4,24,41173-981,84.47,경기 안양동안구,1396,41173,8, , 
"    57,000",중개거래,1993,2023,달안로,00153,00000,41173,02,3183005, 관양동,1587,0005,41173,10200,1,공작성일,4,29,41173-40,59.64,경기 안양동안구,1587-5,41173,14, , 
"    67,800",중개거래,2001,2023,학의로408번길,00013,00000,41173,00,4349217, 평촌동,0075,0002,41173,10300,1,인덕원대우,4,1,41173-78,84.96,경기 안양동안구,75-2,41173,1, , 
"    54,500",중개거래,1993,2023,부림로,00080,00000,41173,02,3183008, 평촌동,0897,0005,41173,10300,1,초원한양,4,1,41173-89,59.4,경기 안양동안구,897-5,41173,8, , 
"    59,500",중개거래,1993,2023,부림로,00055,00000,41173,02,3183008, 평촌동,0898,0006,41173,10300,1,초원마을대원,4,2,41173-79,59.94,경기 안양동안구,898-6,41173,2, , 
"    59,760",중개거래,1993,2023,귀인로,00237,00000,41173,01,3183004, 평촌동,0898,0002,41173,10300,1,초원마을대림,4,2,41173-87,59.742,"경기 안양동안구, 경기 안양만안구",898-2,41173,13, , 
"   103,000",중개거래,1992,2023,귀인로,00258,00000,41173,01,3183004, 평촌동,0932,0006,41173,10300,1,꿈마을라이프,4,3,41173-75,110.357,경기 안양동안구,932-6,41173,14, , 
"    75,000",중개거래,1993,2023,평촌대로180번길,00028,00000,41173,01,4349197, 평촌동,0899,0000,41173,10300,1,향촌롯데,4,3,41173-93,59.76,경기 안양동안구,899,41173,18, , 
"    35,000",중개거래,1999,2023,흥안대로456번길,00040,00000,41173,01,4349235, 평촌동,0066,0006,41173,10300,1,한일미래아파트,4,3,41173-92,59.89,경기 안양동안구,66-6,41173,10, , 
"    60,500",중개거래,1993,2023,귀인로,00237,00000,41173,01,3183004, 평촌동,0898,0002,41173,10300,1,초원마을대림,4,3,41173-87,59.742,경기 안양동안구,898-2,41173,9, , 
"    77,500",중개거래,2001,2023,학의로,00390,00000,41173,03,3012016, 평촌동,0075,0002,41173,10300,1,인덕원대우,4,3,41173-78,84.96,경기 안양동안구,75-2,41173,22, , 
"    15,500",직거래,2000,2023,흥안대로414번길,00020,00000,41173,01,4349231, 평촌동,0130,0001,41173,10300,1,영풍,4,5,41173-85,36.85, ,130-1,41173,6, , 
"    51,000",중개거래,1996,2023,관평로138번길,00013,00000,41173,00,4349077, 평촌동,0896,0002,41173,10300,1,초원마을세경,4,7,41173-188,49.68,경기 안양동안구,896-2,41173,21, , 
"    62,700",중개거래,2001,2023,학의로,00390,00000,41173,03,3012016, 평촌동,0075,0002,41173,10300,1,인덕원대우,4,8,41173-78,59.92,경기 안양동안구,75-2,41173,20, , 
"    42,000",중개거래,1996,2023,관평로138번길,00013,00000,41173,00,4349077, 평촌동,0896,0002,41173,10300,1,초원마을세경,4,8,41173-188,49.68,경기 의왕시,896-2,41173,1, , 
"    65,000",중개거래,1992,2023,귀인로,00193,00000,41173,01,3183004, 평촌동,0899,0002,41173,10300,1,향촌마을현대4차,4,8,41173-96,59.94,경기 안양동안구,899-2,41173,8, , 
"    73,500",중개거래,1993,2023,부림로,00080,00000,41173,02,3183008, 평촌동,0897,0005,41173,10300,1,초원한양,4,8,41173-89,84.9,"경기 안양동안구, 인천 남동구",897-5,41173,20, , 
"    65,000",중개거래,1993,2023,귀인로,00237,00000,41173,01,3183004, 평촌동,0898,0002,41173,10300,1,초원마을대림,4,8,41173-87,59.742,경기 안양동안구,898-2,41173,11, , 
"    81,000",중개거래,1993,2023,부림로,00055,00000,41173,02,3183008, 평촌동,0898,0006,41173,10300,1,초원마을대원,4,8,41173-79,84.97,경기 안양동안구,898-6,41173,4, , 
"   106,000",중개거래,1993,2023,부림로,00034,00000,41173,02,3183008, 평촌동,0933,0000,41173,10300,1,꿈마을우성,4,9,41173-76,101.16,경기 안양동안구,933,41173,10, , 
"   113,750",중개거래,1994,2023,귀인로,00294,00000,41173,01,3183004, 평촌동,0933,0007,41173,10300,1,꿈마을동아,4,11,41173-80,130.08,경기 안양동안구,933-7,41173,3, , 
"    86,000",중개거래,1993,2023,귀인로,00237,00000,41173,01,3183004, 평촌동,0898,0002,41173,10300,1,초원마을대림,4,12,41173-87,84.92,경기 안양동안구,898-2,41173,10, , 
"    55,000",중개거래,1993,2023,부림로,00080,00000,41173,02,3183008, 평촌동,0897,0005,41173,10300,1,초원한양,4,12,41173-89,59.4,경기 안양동안구,897-5,41173,13, , 
"    83,000",중개거래,1993,2023,귀인로,00237,00000,41173,01,3183004, 평촌동,0898,0002,41173,10300,1,초원마을대림,4,12,41173-87,84.92,경기 안양동안구,898-2,41173,9, , 
"    60,000",중개거래,2001,2023,학의로,00390,00000,41173,03,3012016, 평촌동,0075,0002,41173,10300,1,인덕원대우,4,13,41173-78,60,경기 안양동안구,75-2,41173,12, , 
"    98,000",중개거래,1992,2023,귀인로,00193,00000,41173,01,3183004, 평촌동,0899,0002,41173,10300,1,향촌마을현대4차,4,13,41173-96,84.99,경기 안양동안구,899-2,41173,14, , 
"   108,000",중개거래,1993,2023,평촌대로180번길,00028,00000,41173,01,4349197, 평촌동,0899,0000,41173,10300,1,향촌롯데,4,13,41173-93,84.84,경기 안양동안구,899,41173,15, , 
"    61,000",중개거래,1993,2023,부림로,00052,00000,41173,02,3183008, 평촌동,0897,0007,41173,10300,1,초원LG,4,15,41173-81,59.79,경기 안양동안구,897-7,41173,5, , 
"    87,000",중개거래,1993,2023,귀인로,00237,00000,41173,01,3183004, 평촌동,0898,0002,41173,10300,1,초원마을대림,4,15,41173-87,84.92,경기 안양동안구,898-2,41173,19, , 
"    38,900",중개거래,1999,2023,흥안대로456번길,00040,00000,41173,01,4349235, 평촌동,0066,0006,41173,10300,1,한일미래아파트,4,18,41173-92,64.66,경기 안양동안구,66-6,41173,9, , 
"    70,000",중개거래,2001,2023,학의로,00390,00000,41173,03,3012016, 평촌동,0075,0002,41173,10300,1,인덕원대우,4,21,41173-78,84.96,서울 용산구,75-2,41173,21, , 
"    54,500",중개거래,1992,2023,동안로,00011,00000,41173,02,3183006, 호계동,1055,0001,41173,10400,1,무궁화건영캐스빌,4,1,41173-116,76.36,경기 안양동안구,1055-1,41173,2, , 
"    66,700",중개거래,2021,2023,경수대로,00583,00000,41173,00,2012008, 호계동,1296,0000,41173,10400,1,평촌어바인퍼스트,4,1,41173-2100,59.52,경기 안양동안구,1296,41173,11, , 
"    63,700",중개거래,2021,2023,경수대로,00583,00000,41173,00,2012008, 호계동,1296,0000,41173,10400,1,평촌어바인퍼스트,4,1,41173-2100,59.87,경기 안양동안구,1296,41173,3, , 
"    36,000",중개거래,2021,2023,경수대로,00581,00000,41173,00,2012008, 호계동,1296,0000,41173,10400,1,평촌어바인퍼스트,4,1,41173-2100,39.26,경기 안양동안구,1296,41173,9, , 
"    69,000",중개거래,2019,2023,경수대로610번길,00036,00000,41173,01,4349026, 호계동,1287,0000,41173,10400,1,평촌더샵아이파크,4,1,41173-2077,59.94,경기 안양동안구,1287,41173,14, , 
"    38,000",중개거래,2017,2023,경수대로,00539,00000,41173,00,2012008, 호계동,0959,0020,41173,10400,1,루미에르,4,1,41173-2029,57.17,경기 안양동안구,959-20,41173,3, , 
"    58,500",중개거래,1992,2023,경수대로610번길,00037,00000,41173,01,4349026, 호계동,1075,0000,41173,10400,1,무궁화태영,4,1,41173-157,84.9,경기 안양동안구,1075,41173,3, , 
"    80,900",중개거래,1992,2023,흥안대로223번길,00016,00000,41173,01,4349225, 호계동,1117,0000,41173,10400,1,샘마을쌍용,4,2,41173-139,101.91,경기 안양동안구,1117,41173,11, , 
"    67,500",중개거래,2021,2023,경수대로,00581,00000,41173,00,2012008, 호계동,1296,0000,41173,10400,1,평촌어바인퍼스트,4,2,41173-2100,59.52,경기 안양동안구,1296,41173,11, , 
"    38,500",중개거래,2021,2023,경수대로,00581,00000,41173,00,2012008, 호계동,1296,0000,41173,10400,1,평촌어바인퍼스트,4,2,41173-2100,39.26,경기 안양동안구,1296,41173,16, , 
"    35,200",중개거래,1992,2023,동안로,00102,00000,41173,02,3183006, 호계동,1052,0000,41173,10400,1,목련마을2단지대우선경,4,3,41173-115,34.44,경기 안양동안구,1052,41173,5, , 
"    44,000",중개거래,2022,2023,엘에스로45번길,00030,00000,41173,00,4349160, 호계동,1309,0000,41173,10400,1,평촌두산위브리버뷰,4,3,41173-2113,43.1,경기 안양동안구,1309,41173,22, , 
"    59,800",중개거래,2018,2023,경수대로596번길,00062,00012,41173,00,4349024, 호계동,1280,0000,41173,10400,1,신평촌일성트루엘파크,4,3,41173-2058,59.9235,경기 안양동안구,1280,41173,11, , 
"    49,900",중개거래,2004,2023,경수대로707번길,00057,00000,41173,01,4349031, 호계동,0923,0028,41173,10400,1,신도브래뉴,4,3,41173-213,84.99,경기 안양동안구,923-28,41173,4, , 
"    46,000",중개거래,2003,2023,경수대로,00462,00000,41173,02,2012008, 호계동,0811,0000,41173,10400,1,호계2차현대홈타운,4,3,41173-182,59.977,경기 안양동안구,811,41173,13, , 
"    55,000",중개거래,1992,2023,평촌대로211번길,00021,00000,41173,01,4349198, 호계동,1052,0003,41173,10400,1,목련우성,4,4,41173-114,50.73,경기 안양동안구,1052-3,41173,6, , 
"    60,000",중개거래,1992,2023,동안로,00011,00000,41173,02,3183006, 호계동,1055,0001,41173,10400,1,무궁화건영캐스빌,4,5,41173-116,84.84,경기 안양동안구,1055-1,41173,11,23.04.12,O
"    38,000",중개거래,2021,2023,경수대로,00583,00000,41173,00,2012008, 호계동,1296,0000,41173,10400,1,평촌어바인퍼스트,4,5,41173-2100,39.26,경기 안양동안구,1296,41173,11, , 
"    89,800",중개거래,2021,2023,경수대로,00581,00000,41173,00,2012008, 호계동,1296,0000,41173,10400,1,평촌어바인퍼스트,4,5,41173-2100,84.13,경기 안양동안구,1296,41173,11, , 
"    60,000",중개거래,1992,2023,동안로,00011,00000,41173,02,3183006, 호계동,1055,0001,41173,10400,1,무궁화건영캐스빌,4,5,41173-116,84.84,경기 안양동안구,1055-1,41173,11,23.04.13,O
"    60,000",중개거래,1992,2023,동안로,00011,00000,41173,02,3183006, 호계동,1055,0001,41173,10400,1,무궁화건영캐스빌,4,5,41173-116,84.84,경기 안양동안구,1055-1,41173,11, , 
"    67,000",중개거래,1992,2023,동안로,00102,00000,41173,02,3183006, 호계동,1052,0000,41173,10400,1,목련마을2단지대우선경,4,6,41173-115,58.32,경기 안양동안구,1052,41173,4, , 
"    56,500",중개거래,2003,2023,경수대로,00430,00000,41173,02,2012008, 호계동,0813,0000,41173,10400,1,대림e-편한세상,4,6,41173-183,84.99,경기 안양동안구,813,41173,15, , 
"    59,800",중개거래,2003,2023,경수대로,00462,00000,41173,02,2012008, 호계동,0811,0000,41173,10400,1,호계2차현대홈타운,4,6,41173-182,84.973,경기 안양동안구,811,41173,25, , 
"   118,000",중개거래,1992,2023,동안로,00057,00000,41173,02,3183006, 호계동,1053,0004,41173,10400,1,목련경남,4,7,41173-109,164.4,경기 안양동안구,1053-4,41173,17, , 
"    56,000",중개거래,1992,2023,평촌대로211번길,00021,00000,41173,01,4349198, 호계동,1052,0003,41173,10400,1,목련우성,4,7,41173-114,50.73,경기 안양동안구,1052-3,41173,7, , 
"    46,000",중개거래,1993,2023,평촌대로179번길,00030,00000,41173,01,4349196, 호계동,1052,0005,41173,10400,1,목련우성5,4,9,41173-173,41.85,경기 안양동안구,1052-5,41173,4, , 
"    82,000",중개거래,1992,2023,경수대로623번길,00046,00000,41173,00,4349027, 호계동,0570,0000,41173,10400,1,호계럭키,4,10,41173-108,127.57,경기 안양동안구,570,41173,4, , 
"    69,000",중개거래,2019,2023,경수대로610번길,00036,00000,41173,01,4349026, 호계동,1287,0000,41173,10400,1,평촌더샵아이파크,4,10,41173-2077,59.94,경기 안양동안구,1287,41173,20, , 
"    49,500",중개거래,2008,2023,경수대로,00483,00000,41173,02,2012008, 호계동,0975,0003,41173,10400,1,안양대우디오슈페리움,4,10,41173-1867,98.799,경기 안양동안구,975-3,41173,11, , 
"    87,000",중개거래,1992,2023,흥안대로223번길,00016,00000,41173,01,4349225, 호계동,1117,0000,41173,10400,1,샘마을쌍용,4,10,41173-139,132.6,경기 안양동안구,1117,41173,14, , 
"    57,900",중개거래,1994,2023,귀인로172번길,00022,00000,41173,01,4349094, 호계동,1057,0000,41173,10400,1,무궁화경남,4,10,41173-117,59.917,경기 안양동안구,1057,41173,8, , 
"    63,000",중개거래,1992,2023,동안로,00040,00000,41173,02,3183006, 호계동,1056,0000,41173,10400,1,무궁화금호,4,11,41173-103,59.82,경기 안양동안구,1056,41173,7, , 
"    69,000",중개거래,2019,2023,경수대로610번길,00036,00000,41173,01,4349026, 호계동,1287,0000,41173,10400,1,평촌더샵아이파크,4,11,41173-2077,59.94,"경기 군포시, 경기 안양동안구",1287,41173,10, , 
"    60,000",중개거래,2018,2023,경수대로596번길,00062,00012,41173,00,4349024, 호계동,1280,0000,41173,10400,1,신평촌일성트루엘파크,4,11,41173-2058,59.9235,경기 안양동안구,1280,41173,13, , 
"    50,000",중개거래,1992,2023,동안로,00102,00000,41173,02,3183006, 호계동,1052,0000,41173,10400,1,목련마을2단지대우선경,4,12,41173-115,58.32,경기 안양동안구,1052,41173,1, , 
"    65,500",중개거래,2021,2023,경수대로,00583,00000,41173,00,2012008, 호계동,1296,0000,41173,10400,1,평촌어바인퍼스트,4,12,41173-2100,59.52,경기 안양동안구,1296,41173,7, , 
"    14,900",중개거래,2018,2023,경수대로,00769,00000,41173,00,2012008, 호계동,0903,0004,41173,10400,1,한스하임,4,12,41173-2051,16.81,경기 안양동안구,903-4,41173,8, , 
"    59,500",중개거래,2015,2023,엘에스로116번길,00056,00000,41173,01,4349274, 호계동,1279,0000,41173,10400,1,금정역호계푸르지오,4,12,41173-1983,59.94,경기 군포시,1279,41173,8, , 
"    58,000",중개거래,2015,2023,엘에스로116번길,00056,00000,41173,01,4349274, 호계동,1279,0000,41173,10400,1,금정역호계푸르지오,4,12,41173-1983,59.94,경기 군포시,1279,41173,3, , 
"    71,000",중개거래,1994,2023,흥안대로223번길,00047,00000,41173,01,4349225, 호계동,1121,0000,41173,10400,1,샘마을대우,4,12,41173-131,88.788,경기 안양동안구,1121,41173,8, , 
"    59,000",중개거래,1994,2023,귀인로172번길,00022,00000,41173,01,4349094, 호계동,1057,0000,41173,10400,1,무궁화경남,4,13,41173-117,59.917,경기 안양동안구,1057,41173,9, , 
"    67,000",중개거래,2021,2023,경수대로,00583,00000,41173,00,2012008, 호계동,1296,0000,41173,10400,1,평촌어바인퍼스트,4,13,41173-2100,59.52,경기 안양동안구,1296,41173,12, , 
"    60,500",중개거래,2018,2023,경수대로596번길,00062,00012,41173,00,4349024, 호계동,1280,0000,41173,10400,1,신평촌일성트루엘파크,4,13,41173-2058,59.9235,경기 안양동안구,1280,41173,21, , 
"    59,500",중개거래,2015,2023,엘에스로116번길,00056,00000,41173,01,4349274, 호계동,1279,0000,41173,10400,1,금정역호계푸르지오,4,13,41173-1983,59.94,경기 군포시,1279,41173,12, , 
"    69,000",중개거래,2015,2023,엘에스로116번길,00056,00000,41173,01,4349274, 호계동,1279,0000,41173,10400,1,금정역호계푸르지오,4,13,41173-1983,74.98,경기 군포시,1279,41173,5, , 
"    13,000",중개거래,2013,2023,시민대로137번길,00030,00000,41173,01,4349144, 호계동,0903,0016,41173,10400,1,리츠팰리스,4,13,41173-1936,15.6113,인천 계양구,903-16,41173,4, , 
"    67,500",중개거래,2003,2023,경수대로,00462,00000,41173,02,2012008, 호계동,0811,0000,41173,10400,1,호계2차현대홈타운,4,13,41173-182,115.075,경기 안양동안구,811,41173,1, , 
"    56,000",중개거래,2003,2023,경수대로,00462,00000,41173,02,2012008, 호계동,0811,0000,41173,10400,1,호계2차현대홈타운,4,14,41173-182,84.973,경기 안양동안구,811,41173,3, , 
"    39,500",중개거래,2019,2023,안양천동로126번길,00026,00000,41173,01,4349154, 호계동,1294,0000,41173,10400,1,평촌대성유니드,4,14,41173-2076,45.7771,경기 안양동안구,1294,41173,8, , 
"    47,000",중개거래,2003,2023,경수대로,00462,00000,41173,02,2012008, 호계동,0811,0000,41173,10400,1,호계2차현대홈타운,4,14,41173-182,59.977,경기 안양동안구,811,41173,2, , 
"    48,900",중개거래,2004,2023,경수대로707번길,00057,00000,41173,01,4349031, 호계동,0923,0028,41173,10400,1,신도브래뉴,4,15,41173-213,84.99,경기 안양동안구,923-28,41173,6, , 
"    66,500",중개거래,2021,2023,경수대로,00583,00000,41173,00,2012008, 호계동,1296,0000,41173,10400,1,평촌어바인퍼스트,4,15,41173-2100,59.87,경기 안양동안구,1296,41173,11, , 
"    68,000",중개거래,1992,2023,동안로,00035,00000,41173,02,3183006, 호계동,1055,0000,41173,10400,1,무궁화한양,4,17,41173-120,84.9,경기 안양동안구,1055,41173,9, , 
"    14,000",중개거래,2018,2023,경수대로,00769,00000,41173,00,2012008, 호계동,0903,0004,41173,10400,1,한스하임,4,17,41173-2051,16.81,경기 안양동안구,903-4,41173,6, , 
"    74,000",중개거래,2002,2023,경수대로733번길,00023,00000,41173,01,4349033, 호계동,0914,0040,41173,10400,1,호계1차현대홈타운,4,17,41173-168,84.621,경기 안양동안구,914-40,41173,15, , 
"    33,000",직거래,1999,2023,포도원로27번길,00044,00000,41173,01,4349216, 호계동,0828,0004,41173,10400,1,호계동현대아파트,4,18,41173-161,84.945, ,828-4,41173,6, , 
"    66,700",중개거래,2021,2023,경수대로,00583,00000,41173,00,2012008, 호계동,1296,0000,41173,10400,1,평촌어바인퍼스트,4,19,41173-2100,59.87,경기 안양동안구,1296,41173,16, , 
"    66,000",중개거래,1992,2023,동안로,00102,00000,41173,02,3183006, 호계동,1052,0000,41173,10400,1,목련마을2단지대우선경,4,20,41173-115,58.32,경기 안양동안구,1052,41173,12, , 
"   115,000",중개거래,1992,2023,동안로,00057,00000,41173,02,3183006, 호계동,1053,0004,41173,10400,1,목련경남,4,25,41173-109,127.29,경기 안양동안구,1053-4,41173,6, , 
"    32,000",중개거래,1992,2023,동안로,00102,00000,41173,02,3183006, 호계동,1052,0000,41173,10400,1,목련마을2단지대우선경,4,27,41173-115,34.44,"경기 안양동안구, 경기 의왕시",1052,41173,2, , 
"    36,500",중개거래,1993,2023,동안로159번길,00014,00000,41173,01,4349104, 비산동,1103,0005,41173,10100,1,은하수마을한양,5,1,41173-22,35.1,경기 안양동안구,1103-5,41173,13, , 
"    68,000",중개거래,1992,2023,동안로,00035,00000,41173,02,3183006, 호계동,1055,0000,41173,10400,1,무궁화한양,5,1,41173-120,84.9,경기 안양동안구,1055,41173,6, , 
